id,name,x,y,z,vx,vy,vz,mag,ci,dist
1066,Gl 11A,7.061621,0.40914,18.745971,0.00002251,0.00007106,-0.00001003,12.49,1.4,20.0361
1076,,33.504825,1.962773,11.603178,0.00000256,0.00007642,-0.00002032,9.86,1.19,35.5114
1081,,22.521034,1.326619,-16.894723,-0.0000244,-0.00003008,-0.00003489,10.77,1.444,28.1849
1083,,26.348628,1.555632,-22.430356,0.00000422,0.00002097,0.00000642,9.05,0.913,34.638
1084,23    And,26.282289,1.551559,22.915172,-0.00000482,-0.00002109,-0.00003822,5.71,0.331,34.904
1090,GJ 3014A,3.171508,0.18905,19.329227,-0.00001845,0.00002277,0.0000028,11.14,1.556,19.5886
1111,,11.704529,0.709911,-42.828776,-0.00001094,0.00001748,-0.0000027,8.76,0.743,44.405
1117,,41.788868,2.556223,-8.10299,-0.00000171,0.00003583,0.00000249,9.42,0.962,42.6439
1127,,41.648005,2.560918,-8.346587,-0.00000615,0.00008724,-0.00004043,8.36,0.645,42.5532
1132,,46.686529,2.890416,-5.908446,-0.00000335,0.00002334,-0.00001508,7.32,0.521,47.1476
1138,,25.835213,1.607887,-37.063725,-0.00000521,-0.00000096,-0.00000367,6.66,0.462,45.208
1146,,24.067011,1.50985,42.348493,-0.00000832,0.00004258,0.00000321,8.51,0.73,48.7329
1204,,16.443986,1.08336,-41.900528,0.00001038,0.00001114,0.00000436,8.57,0.695,45.0248
1240,GJ 1005A,4.779241,0.32306,-1.385667,-0.00003375,0.00001536,-0.0000061,11.49,1.75,4.9868
1276,GJ 3020,15.131259,1.060284,-17.001193,-0.00001925,-0.00000647,-0.00001754,11.58,1.647,22.7842
1291,GJ 3021,3.075498,0.217909,-17.224019,-0.00000742,0.00003637,-0.00000087,6.59,0.749,17.4978
1292,,33.826449,2.394013,20.00112,-0.00000631,0.00003644,0.00000632,8.79,0.965,39.3701
1294,GJ 1006A,15.299442,1.086202,5.540292,0.00001614,0.00005831,-0.00005599,11.79,1.485,16.3079
1306,,29.952254,2.148024,-31.8883,-0.00000137,0.00004273,0.00000159,11.06,1.258,43.802
1320,,14.154227,1.027597,-17.07492,0.00002001,0.00003716,0.00001882,12.38,1.53,22.2025
1332,,41.924796,3.064565,16.015841,-0.0000071,0.00008325,0.00000265,10.01,0.95,44.9843
1344,,4.800504,0.354114,32.849703,0.00000354,-0.00000045,-0.00000051,8.67,0.855,33.2005
1346,Gl 13,13.672666,1.009951,-17.965041,0.00000446,0.00003493,0.00002376,6.84,0.655,22.5989
1365,Gl 14,11.300858,0.845066,9.833173,-0.0000047,0.00004107,0.00000656,8.99,1.37,15.0038
1379,,26.13873,1.974037,-25.183876,-0.00000041,0.00007027,-0.00000865,7.96,0.651,36.3504
1383,GJ 3023,20.198863,1.531057,11.313264,-0.00002933,0.00007574,0.00004212,11.54,1.505,23.2019
1386,,44.341901,3.36852,15.190259,-0.00000723,0.00012127,-0.00000579,10.51,1.31,46.9925
1391,,14.961169,1.138666,2.343333,0.0000349,0.00000822,0.00001116,6.66,0.589,15.186
1395,,29.427329,2.251939,-32.133128,-0.00001436,0.00004071,-0.00001029,11.36,1.22,43.63
1396,,23.243821,1.779071,-40.297871,-0.00000979,0.00002487,-0.00000455,11.3,1.4,46.5549
1399,,45.706036,3.505865,-15.829817,-0.00000537,0.00000441,0.00000114,6.46,0.386,48.4966
1404,,18.424909,1.418611,-38.532979,-0.00001898,0.00003197,-0.0000079,11.3,1.31,42.735
1409,GJ 3025,34.068449,2.633645,-5.217936,-0.00000343,0.00005052,0.00000311,10.99,1.414,34.5662
1424,,42.884356,3.343638,12.6036,0.00000572,0.00004854,-0.00000361,7.21,0.477,44.8229
1441,GJ 9008,26.389981,2.074756,-6.333552,0.00002384,0.00005442,-0.00000679,6.51,0.599,27.2183
1459,Gl 16,16.027761,1.280869,2.89385,0.00000046,-0.00000002,-0.00000252,10.88,1.479,16.3372
1470,25Sig And,32.988623,2.643715,24.744457,-0.00000039,-0.0000134,-0.00001171,4.51,0.054,41.3223
1472,Groombridge 34,2.571275,0.20667,2.493057,-0.00000017,0.00005039,0.00001366,8.09,1.56,3.5873
1478,,18.492125,1.490715,-37.173211,-0.00001206,0.00001729,-0.0000053,7.46,0.537,41.5455
1496,Gl 16.1,22.939133,1.875641,-3.256358,-0.0000166,0.00004586,-0.0000146,6.47,0.674,23.245
1529,GJ 1008,20.693616,1.727935,-3.648409,-0.00000501,-0.00000422,-0.0000304,9.9,1.318,21.0837
1537,,30.797788,2.587057,-1.648729,-0.00000141,-0.00000398,-0.00003262,10.93,1.375,30.9502
1543,,27.180398,2.292952,-9.878717,-0.0000113,0.00007316,-0.00001411,12.46,,29.0107
1568,,43.181889,3.703502,-5.493629,-0.00000421,0.00000479,-0.00002984,7.03,0.508,43.6872
1594,,19.404193,1.698228,15.343049,0.00002916,-0.00001445,-0.0000204,6.97,0.64,24.7954
1595,Zet Tuc,3.631914,0.318885,-7.774227,0.00004144,0.00007498,0.00001226,4.23,0.576,8.5866
1604,GJ 2003,22.090079,1.946194,-6.80576,-0.00000165,0.00001519,-0.00000102,11.67,1.49,23.1965
1619,,10.663042,0.946103,-47.204113,0.00000616,-0.00001095,-0.00000187,7.87,0.552,48.4027
1670,,12.008731,1.100914,29.355614,-0.00001075,0.00000217,0.00000432,7.91,0.815,31.736
1682,27Rho And,38.106993,3.521856,29.865569,0.00001168,0.00001486,-0.00000169,5.16,0.442,48.5437
1692,Gl 17.1,11.903672,1.110924,-12.271026,-0.00004706,0.00000147,-0.00004909,10.41,1.475,17.1321
1715,,17.527878,1.656828,-40.445351,0.00002632,0.00005729,0.00001375,9.65,0.835,44.1112
1716,GJ 3029,13.328384,1.261143,-13.908512,-0.00002148,-0.00003034,-0.00002333,12.21,1.537,19.305
1719,,31.532782,2.989763,-34.178159,0.00000728,0.00003654,0.00000992,9.71,1.036,46.5983
1730,GJ 1009,15.274859,1.466366,-9.36891,-0.00000956,0.0000045,-0.00001488,11.16,1.485,17.9791
1764,Gl 17.2,25.599184,2.509291,-13.124375,-0.00002786,0.00002721,-0.00005004,8.3,0.888,28.8767
1767,,45.405988,4.456101,5.333409,0.00000186,0.00004177,-0.00005073,11.21,1.47,45.9348
1775,,12.693028,1.254602,-41.803752,-0.00000907,-0.00000265,-0.00000284,8.59,0.769,43.7063
1799,9    Cet,20.290476,2.030904,-4.412393,-0.00000527,0.00003955,0.00000654,6.39,0.659,20.8638
1803,,26.714432,2.683621,-35.023523,-0.00008262,0.00001636,-0.00006177,9.83,0.848,44.1306
1809,,37.053992,3.73171,15.330802,-0.00002622,0.00003718,-0.00005583,7.57,0.639,40.2739
1819,,19.156515,1.935629,-41.519429,-0.00000825,-0.0000238,-0.00000492,7.88,0.579,45.7666
1833,GJ 2004,18.460733,1.880543,-12.127866,0.00000776,-0.00000295,0.00001136,8.74,1.075,22.168
1838,GJ 3032,12.347494,1.260133,-15.269171,-0.00000537,0.00005201,-0.00000005,11.87,1.516,19.6773
1856,GJ 1010A,4.240884,0.436015,18.748497,0.00000392,-0.00007837,0.00000094,11.31,1.462,19.2271
1862,,46.707929,4.833118,-3.088852,-0.00000672,0.00005678,-0.00001283,10.66,1.099,47.0588
1867,,32.146013,3.329763,30.827135,-0.00001931,0.00003734,0.00001611,8.68,0.709,44.6628
1881,,31.972019,3.330603,-24.101293,-0.00000401,-0.00003694,-0.00001043,10.6,1.258,40.1768
1928,,42.581229,4.54445,-19.831318,-0.00002845,0.00006439,-0.00004633,9.56,0.904,47.1921
1931,Gl 18,16.142502,1.727432,-8.281533,0.00000043,0.00005935,0.00000489,7.92,0.94,18.2249
1949,,15.920389,1.723121,-22.027569,-0.00000594,0.0000272,-0.00000217,7.27,0.681,27.2331
1950,,21.809637,2.364175,-27.132883,-0.00003797,0.00008871,-0.00003371,6.81,0.596,34.8918
1971,,40.185837,4.405268,-24.001348,-0.00002801,-0.00004112,-0.00005444,7.57,0.616,47.0146
1973,,29.10223,3.196337,29.98973,0.0000093,0.00005575,-0.00001497,9.61,1.06,41.9111
1982,,29.118949,3.207769,32.589784,-0.00000868,0.00005767,0.00000098,7.52,0.629,43.8212
1988,,21.716086,2.401728,-40.262414,-0.00001436,0.00001731,-0.00000672,11.26,1.35,45.8085
2016,Bet Hyi,1.635267,0.184517,-7.275205,0.00000754,0.00008163,-0.00002026,2.82,0.618,7.4588
2024,,26.112228,2.943771,-32.268571,-0.0000008,0.00003112,0.00000219,9.54,0.577,41.6146
2069,Kap Phe,17.106924,1.964466,-16.443574,0.00000951,0.00001342,-0.00000524,3.93,0.175,23.8095
2076,Ankaa,19.083654,2.198282,-17.483284,0.00002323,0.00003218,-0.00008456,2.4,1.083,25.974
2097,,36.529033,4.270932,21.404759,0.00000976,0.00005391,-0.0000274,10.05,1.0,42.5532
2114,Gl 21,5.558583,0.654911,15.497463,0.00001231,-0.00000945,-0.00000402,10.52,1.459,16.4772
2188,,40.752245,4.954181,-26.039975,-0.00002245,0.00007519,-0.00002083,9.02,0.745,48.6145
2195,,46.087949,5.624649,-5.278606,-0.00003103,0.00005835,-0.00020882,11.59,1.229,46.729
2229,,35.698544,4.436079,6.466004,-0.00000439,0.00000531,-0.00003723,6.05,0.447,36.5497
2231,,29.95859,3.725116,-11.18836,0.00000192,-0.00001834,-0.00001862,6.44,0.594,32.1958
2241,Felixvarela,34.013301,4.262471,-9.976163,-0.00000332,-0.00006231,-0.00003793,9.62,1.128,35.7015
2305,,47.118225,6.09374,-9.249897,-0.00000904,0.00004966,-0.00001331,9.34,0.84,48.4027
2331,,40.97232,5.369549,-10.967399,-0.00000281,0.00003038,-0.00000759,6.15,0.388,42.7533
2344,,49.247782,6.483127,-5.014038,-0.00000202,-0.0000264,-0.00005395,9.44,0.886,49.9251
2358,,24.581507,3.25562,34.716066,-0.00000915,0.00000585,0.00000593,10.1,1.08,42.6621
2367,,48.21077,6.412116,6.125978,-0.00000772,0.0000687,-0.00001113,10.68,1.066,49.0196
2377,,28.456358,3.801349,-32.126245,-0.00001664,0.00003222,-0.00001368,5.67,0.367,43.0849
2385,,46.378387,6.206283,3.550342,-0.00000209,0.00001673,-0.00000196,12.25,1.41,46.9263
2391,,30.969506,4.148298,13.114742,0.00000748,0.00003217,-0.00002784,9.22,0.93,33.8868
2408,,33.011034,4.457314,36.390213,0.00000932,0.00000271,-0.00000878,7.74,0.652,49.334
2416,,8.570709,1.163299,37.522191,0.00000198,0.00006439,0.00001749,6.18,0.883,38.506
2420,,7.680802,1.042799,25.952795,-0.00002128,0.00002909,0.00000513,10.63,1.359,27.0856
2447,,13.754141,1.885011,37.702169,0.00000917,0.00005978,0.00000576,7.37,0.504,40.1768
2478,Bet1Tuc,18.64771,2.582977,-36.881102,-0.00000545,0.00001596,-0.00001771,4.36,-0.064,41.4079
2527,,45.465203,6.417631,-4.161471,-0.00002052,0.00006417,-0.00000512,8.54,0.84,46.1042
2534,GJ 3038,11.188406,1.585223,-22.26539,-0.00001978,0.000062,-0.00000553,9.65,1.367,24.9688
2547,Gl 22A,3.855636,0.550293,9.281315,-0.00000353,0.00008521,-0.00000801,10.27,1.52,10.0654
2572,Bet3Tuc,20.450292,2.940715,-40.603969,-0.00001012,0.00001777,-0.00000955,5.07,0.038,45.5581
2598,,25.93985,3.771801,23.603188,-0.00002493,0.00005083,0.00001928,10.94,1.311,35.2734
2657,,26.830543,3.977554,-18.993735,-0.00002228,-0.00001309,-0.00008449,6.41,0.617,33.1126
2704,,40.194675,6.088353,-4.634651,0.00000023,-0.0000145,-0.00001707,6.9,0.481,40.9165
2705,Gl 22.2,15.383147,2.330868,-20.183809,0.00002096,0.00003164,-0.00002531,5.57,0.472,25.4842
2706,GJ 9016,29.956923,4.543288,33.551394,-0.0000298,0.00008357,0.00000082,7.38,0.549,45.208
2709,,22.605004,3.430002,-1.816537,-0.00000174,0.00001192,0.00000087,9.27,0.57,22.9358
2719,,32.87524,5.028957,16.268158,-0.00000608,0.00006781,-0.00000867,9.48,1.0,37.0233
2723,,20.445066,3.133404,-38.763575,-0.00001269,0.00001687,-0.00000533,9.56,1.05,43.9367
2730,,45.164988,6.943232,3.501215,-0.00000073,0.00002407,-0.00003827,8.97,0.827,45.8295
2736,,20.994646,3.23274,19.598036,0.00001111,-0.00002212,-0.00000674,8.02,0.87,28.9017
2738,,12.806339,1.973764,-26.211994,-0.0000855,0.00011327,-0.00003496,8.55,0.854,29.2398
2754,,28.439595,4.406434,36.621748,0.00001899,0.00001479,-0.00001653,7.37,0.602,46.5766
2756,13    Cet,20.961944,3.249574,-1.331907,0.00000463,0.00004322,-0.00000447,5.2,0.567,21.254
2780,,48.518602,7.585908,-1.771696,-0.00000584,0.00003717,-0.0000009,9.5,0.831,49.14
2784,,21.866489,3.421359,-18.405011,-0.0000171,0.00001372,-0.00001776,7.45,0.726,28.7853
2791,,8.998992,1.410909,48.019591,0.00000029,0.00004232,-0.0000013,9.31,0.78,48.8759
2796,Lam2Phe,23.016158,3.613111,-25.875905,-0.00000866,0.00000669,-0.00001723,5.51,0.461,34.8189
2818,,40.830561,6.443397,23.137634,-0.00000185,0.00002349,-0.00000328,8.37,0.648,47.3709
2822,,45.751936,7.221794,10.350536,0.0000287,-0.00008093,-0.00007041,11.26,1.31,47.4608
2826,,36.123796,5.707449,8.58262,-0.00001344,-0.00002667,-0.00003758,6.32,0.517,37.5657
2833,,32.908743,5.212251,-5.585002,-0.00001076,-0.00003022,-0.00009161,11.21,1.392,33.7838
2837,,44.279354,7.01928,-4.372712,-0.00000999,0.00004831,-0.00002359,6.72,0.466,45.045
2843,Gl 24B,28.583846,4.536632,-33.444284,-0.00003121,0.00007918,-0.0000223,8.4,0.78,44.2282
2846,,44.484919,7.068461,-18.973503,0.00001018,-0.00001552,-0.00001616,6.06,0.297,48.8759
2883,Gl 24A,28.208416,4.547667,-33.022789,-0.00003589,0.00007681,-0.00001602,6.79,0.639,43.6681
2935,Gl 25A,13.799451,2.268712,-6.452147,-0.0000007,0.00010748,-0.00000913,5.57,0.715,15.4012
2938,,32.332821,5.320114,-24.951443,-0.0000375,0.00010469,0.00000495,6.99,0.723,41.1862
2975,,30.273021,5.059158,33.387238,0.00000944,0.00002637,-0.00001255,7.53,0.463,45.3515
3001,,3.776991,0.636171,41.093084,0.00000418,-0.00000335,-0.00000033,7.11,0.554,41.2712
3002,GJ 3044,14.279408,2.40588,18.7575,0.00001365,-0.00000632,-0.00000958,10.48,1.424,23.6967
3016,,35.767207,6.063461,33.829259,0.00000554,0.00004694,-0.00001427,9.96,0.792,49.6032
3022,,40.475412,6.873879,-8.85571,-0.0000002,0.00002289,0.00001686,9.21,0.846,41.9992
3047,,2.956201,0.50466,-37.375175,-0.0000025,-0.00001635,-0.00000042,7.74,0.754,37.4953
3080,,48.588292,8.397254,2.699738,-0.00006586,0.00017844,0.00006926,7.34,0.633,49.3827
3086,31Del And,27.363473,4.742224,16.595166,-0.00000256,0.00001792,-0.00001485,3.27,1.268,32.352
3087,54    Psc,10.155576,1.761632,4.008362,-0.00001957,-0.00002848,-0.00003073,5.88,0.85,11.0595
3113,,47.733174,8.347602,9.887244,-0.00000599,0.00003752,-0.00000276,7.43,0.538,49.456
3115,,34.922488,6.111091,6.669337,-0.0000095,0.0000916,-0.00003415,10.5,1.143,36.075
3120,,39.242247,6.874026,-19.833861,-0.00001072,0.00005164,-0.00000331,10.22,1.278,44.5038
3126,,4.278989,0.75041,32.970427,-0.00001333,-0.00002094,-0.00003183,6.38,0.551,33.2557
3136,,32.804534,5.778972,-22.435061,-0.00003193,0.00005962,-0.0000112,6.68,0.519,40.1606
3137,Gl 27.1,16.91995,2.981951,-16.738586,-0.00002748,0.00005216,-0.00001849,11.41,1.476,23.9866
3154,,46.34453,8.218942,6.437708,0.00000358,-0.00000743,-0.00001626,11.49,1.255,47.5059
3163,Gl 29,12.486498,2.225749,-21.493045,0.00002747,0.00011343,0.00002592,5.89,0.564,24.9563
3178,Gl 27.2,26.014694,4.651118,-11.658473,-0.00008229,0.00007569,-0.00002574,6.14,0.718,28.885
3188,,31.092303,5.584908,-37.107587,-0.00002929,0.00003831,-0.00001878,8.78,0.747,48.7329
3196,,25.877906,4.655165,-3.336817,0.00000612,0.00000118,-0.00001265,7.02,0.62,26.5041
3198,Gl 28,13.027701,2.345295,11.181157,-0.00001897,0.00002694,-0.00008529,7.36,0.937,17.328
3203,,26.430122,4.762628,-35.911846,-0.00001249,0.00002262,-0.0000062,7.37,0.539,44.843
3229,,32.468083,5.900144,5.436494,-0.00001214,-0.00002242,-0.00001957,6.52,0.528,33.4448
3236,GJ 1017,27.041907,4.92109,-35.584821,-0.00000367,0.00002847,0.00000115,10.84,1.27,44.964
3243,,34.742222,6.34572,-8.265415,0.00000103,0.00000975,0.0000118,10.67,1.176,36.2713
3254,GJ 1016,15.994015,2.928807,-10.813553,-0.00000692,-0.00003477,-0.00001966,10.58,1.432,19.5274
3260,,18.74719,3.43881,42.545762,0.00000933,0.00001824,-0.00000559,6.95,0.579,46.62
3304,,48.480312,9.020956,-2.633013,-0.00000792,0.00003264,-0.000034,8.39,0.677,49.3827
3323,Rho Tuc,16.745713,3.139387,-37.330055,0.00001117,0.00001305,-0.00000963,5.38,0.515,41.0341
3334,,18.954727,3.562819,-26.660892,-0.00001927,-0.00001421,-0.0000156,8.45,0.848,32.9056
3355,Gl 29.1,18.631359,3.520785,13.549196,-0.00001077,0.00002843,0.00000655,10.37,1.46,23.3046
3362,,38.347335,7.253727,-6.826591,0.00002304,-0.00000091,-0.00000809,6.63,0.529,39.6197
3371,,26.226641,4.97288,11.144215,-0.00001143,0.00005501,0.00000234,11.55,1.44,28.9268
3384,,34.107068,6.507805,-27.111149,-0.0000168,0.00000777,-0.00001927,7.88,0.716,44.0529
3411,Gl 30,16.778253,3.227009,11.457179,-0.00000569,-0.00002171,-0.00004927,8.73,1.13,20.5719
3413,Diphda,27.583638,5.310463,-9.119792,0.00000782,0.00003545,0.00000025,2.04,1.019,29.5334
3421,GJ 3048,40.790256,7.871651,18.396507,0.00001252,0.00002299,-0.0000376,10.97,1.32,45.4339
3472,Cocibolca,28.425119,5.582477,-14.452867,0.00005058,0.00006007,-0.00000423,7.78,0.664,32.3729
3485,Gl 31.2A,29.17199,5.752293,-10.207222,0.00002654,0.00004729,0.00001746,10.74,1.406,31.4367
3490,Gl 31.5,8.922183,1.760752,-20.094339,-0.00003379,0.00001054,-0.00012376,6.55,0.655,22.0556
3497,Gl 31.3,24.325675,4.809987,-10.02159,0.00001781,-0.00000521,0.0000047,5.22,0.35,26.7451
3501,,17.238352,3.413416,41.719377,0.00000216,0.00004904,-0.0000049,6.9,0.492,45.2694
3519,,27.047255,5.379912,-37.562159,-0.00000114,0.00005123,-0.00001125,6.15,0.524,46.5983
3525,GJ 3050,8.901363,1.773739,36.235686,0.00000049,0.00007196,-0.0000125,7.19,0.76,37.3552
3527,Gl 31.4,21.139641,4.212759,0.671951,0.00001276,-0.00000268,-0.00005957,8.03,0.983,21.5657
3532,,40.571776,8.103847,0.182894,-0.00001031,0.00005188,-0.00001049,7.01,0.537,41.3736
3548,GJ 3054,24.560649,4.937714,-31.63744,-0.00001251,0.0000171,-0.00000704,11.91,1.48,40.3551
3551,18    Cet,29.624957,5.957047,-6.910183,-0.00001831,-0.00000863,-0.00002721,6.15,0.603,30.9981
3563,,31.949914,6.446687,15.943908,0.00000326,0.00002718,-0.00001752,10.99,0.668,36.2845
3570,,25.155598,5.083426,-28.806015,-0.00000307,-0.00001346,-0.00000506,7.88,0.677,38.5802
